Time,Time Code,Country Name,Country Code,"Population, total [SP.POP.TOTL]","GDP per capita, PPP (current international $) [NY.GDP.PCAP.PP.CD]","GNI per capita, PPP (current international $) [NY.GNP.PCAP.PP.CD]","Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]","Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]","Fertility rate, total (births per woman) [SP.DYN.TFRT.IN]","Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",People using at least basic drinking water services (% of population) [SH.H2O.BASW.ZS],People using at least basic sanitation services (% of population) [SH.STA.BASS.ZS],"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]",Poverty gap at $2.15 a day (2017 PPP) (%) [SI.POV.GAPS],Poverty headcount ratio at national poverty lines (% of population) [SI.POV.NAHC],Access to electricity (% of population) [EG.ELC.ACCS.ZS],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],CPIA gender equality rating (1=low to 6=high) [IQ.CPA.GNDR.XQ],Prevalence of undernourishment (% of population) [SN.ITK.DEFC.ZS],"Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]"
1970,YR1970,Middle East & North Africa,MEA,137811201,..,..,16.2881679439612,44.0618488894818,6.7436329507071,51.3409291205308,..,..,..,..,..,..,..,..,..,..
1970,YR1970,North America,NAC,226431000,..,..,9.29235484540544,18.3062871249961,2.45871259233345,70.9852823705192,..,..,..,..,..,..,..,..,..,..
1970,YR1970,South Asia,SAS,720399195,..,..,17.4712044734309,40.6896026112161,5.8372965037334,48.280751645597,..,..,..,..,..,..,..,..,..,..
1970,YR1970,Sub-Saharan Africa,SSF,293900563,..,..,20.8638637666165,47.5660967317535,6.76286840636895,44.3698302373441,..,..,..,..,..,..,..,..,..,..
1970,YR1970,World,WLD,3690209960,..,..,12.1399127928778,32.4922571215281,4.84631056148406,57.840946313778,..,..,..,..,..,..,..,..,..,..
1971,YR1971,East Asia & Pacific,EAS,1322732627,..,..,8.34613268283005,31.1852641453963,5.10073056730469,58.8606589567722,..,..,..,..,..,..,..,..,..,..
1971,YR1971,Europe & Central Asia,ECS,742959749,..,..,10.2235125586249,18.1076185421896,2.54032411752352,69.1072384164608,..,..,..,..,..,..,..,..,..,..
1971,YR1971,Latin America & Caribbean,LCN,292852914,..,..,10.1749373634154,36.1462555933469,5.09841081453709,59.8849471652963,..,..,..,..,..,..,..,..,..,..
1971,YR1971,Middle East & North Africa,MEA,141732410,..,..,15.738919260323,43.6573006077015,6.65795947613661,52.0360078890781,..,..,..,..,..,..,..,..,..,..
1971,YR1971,North America,NAC,229677632,..,..,9.10849626662818,17.1617424579604,2.25380792829975,71.2904768502324,..,..,..,..,..,..,..,..,..,..
1971,YR1971,South Asia,SAS,736135444,..,..,19.1551884743129,40.5915900202491,5.78675958826413,46.712437362565,..,..,..,..,..,..,..,..,..,..
1971,YR1971,Sub-Saharan Africa,SSF,301839225,..,..,20.434690291078,47.6002483286558,6.78386114732806,44.8708039688415,..,..,..,..,..,..,..,..,..,..
1971,YR1971,World,WLD,3767930001,..,..,12.2632602052234,31.7597951139695,4.69591926035808,57.9672379252118,..,..,..,..,..,..,..,..,..,..
1972,YR1972,East Asia & Pacific,EAS,1354211283,..,..,8.50361632177117,30.4402755229341,4.81914618577642,59.4110996843082,..,..,..,..,..,..,..,..,..,..
1972,YR1972,Europe & Central Asia,ECS,749086046,..,..,10.183801322706,17.7819780584267,2.47812249536384,69.3306536026165,..,..,..,..,..,..,..,..,..,..
1972,YR1972,Latin America & Caribbean,LCN,300036114,..,..,9.98771009067411,35.7049812140872,4.99684238637361,60.2516002153107,..,..,..,..,..,..,..,..,..,..
1972,YR1972,Middle East & North Africa,MEA,145744541,..,..,15.2525755007867,43.1388315498692,6.5645964466598,52.6073496113947,..,..,..,..,..,..,..,..,..,..
1972,YR1972,North America,NAC,232168663,..,..,9.20811042530748,15.6287166030667,2.00711473779143,71.3259538934659,..,..,..,..,..,..,..,..,..,..
1972,YR1972,South Asia,SAS,752397791,..,..,16.4616437445628,40.3495342051024,5.71719729069305,49.627061757563,..,..,..,..,..,..,..,..,..,..
1972,YR1972,Sub-Saharan Africa,SSF,309963136,..,..,20.3891859930756,47.5152185453176,6.79656098695011,44.9873436571651,..,..,..,..,..,..,..,..,..,..
1972,YR1972,World,WLD,3843607574,..,..,11.7617885035572,31.288465627981,4.55438387026764,58.7929243087486,..,..,..,..,..,..,..,..,..,..
1973,YR1973,East Asia & Pacific,EAS,1384704173,..,..,8.06242131689923,29.0783458164834,4.5490246635479,60.257549487318,..,..,..,..,..,..,..,..,..,..
1973,YR1973,Europe & Central Asia,ECS,755000965,..,..,10.2507132197055,17.4580426925026,2.41359614781925,69.4480881469614,..,..,..,..,..,..,..,..,..,..
1973,YR1973,Latin America & Caribbean,LCN,307345195,..,..,9.71455549148566,35.2811611308156,4.89604001723685,60.7976876363746,..,..,..,..,..,..,..,..,..,..
1973,YR1973,Middle East & North Africa,MEA,149964066,..,..,14.7370996452777,42.6819782153546,6.48401084511827,53.2215133099682,..,..,..,..,..,..,..,..,..,..
1973,YR1973,North America,NAC,234454577,..,..,9.11715487559025,14.8767634895681,1.88013783919715,71.5295295837229,..,..,..,..,..,..,..,..,..,..
1973,YR1973,South Asia,SAS,770083670,..,..,16.1339080614786,40.1198478059417,5.64934879401834,50.0858187594018,..,..,..,..,..,..,..,..,..,..
1973,YR1973,Sub-Saharan Africa,SSF,318464764,..,..,19.7724136238852,47.3899177183822,6.80417665159895,45.7087953569855,..,..,..,..,..,..,..,..,..,..
1973,YR1973,World,WLD,3920017410,..,..,11.4689061798529,30.6548052841332,4.42445965966688,59.2946512069211,..,..,..,..,..,..,..,..,..,..
1974,YR1974,East Asia & Pacific,EAS,1413718269,..,..,8.18947308133037,26.7396506876727,4.14694351528026,60.85864544636,..,..,..,..,..,..,..,..,..,..
1974,YR1974,Europe & Central Asia,ECS,760680926,..,..,10.1860156515919,17.5360731009029,2.3996085486593,69.6638562467671,..,..,..,..,..,..,..,..,..,..
1974,YR1974,Latin America & Caribbean,LCN,314759757,..,..,9.51368369470977,34.7599618662012,4.77683886912572,61.2172785174568,..,..,78.7179489135742,..,..,..,..,..,..,..
1974,YR1974,Middle East & North Africa,MEA,154334030,..,..,14.1580364505547,42.4891083043124,6.42942235862504,54.0367093659604,..,..,43.9997215270996,..,..,..,..,..,..,..
1974,YR1974,North America,NAC,236715369,..,..,8.93557017246311,14.857824167769,1.83523418417232,72.0796677454948,..,..,..,..,..,..,..,..,..,..
1974,YR1974,South Asia,SAS,788213169,..,..,15.7820614319652,39.8140344478221,5.58540734462392,50.5864951195658,..,..,..,..,..,..,..,..,..,..
1974,YR1974,Sub-Saharan Africa,SSF,327466848,..,..,19.6260956372353,47.3788536682498,6.81341500088382,45.9204616638043,..,..,..,..,..,..,..,..,..,..
1974,YR1974,World,WLD,3995888368,..,..,11.3835931470139,29.7946358967244,4.26371871344688,59.7136334838228,..,..,..,..,..,..,..,..,..,..
1975,YR1975,East Asia & Pacific,EAS,1439944265,..,..,8.30850176471579,25.2596885556767,3.72501916465725,61.5806958587779,..,..,..,..,..,..,..,..,..,..
1975,YR1975,Europe & Central Asia,ECS,766169722,..,..,10.3528556215472,17.2561264260531,2.34426944432007,69.6173631397625,..,..,..,..,..,..,..,..,..,..
1975,YR1975,Latin America & Caribbean,LCN,322249100,..,..,9.25897668391765,34.3167529472942,4.67001726807168,61.7475818461984,..,..,78.7367935180664,..,..,..,..,..,..,..
1975,YR1975,Middle East & North Africa,MEA,159064212,..,..,13.6975877268106,42.3893480694954,6.3856460382484,54.6619913311596,..,..,44.4871711730957,..,..,..,..,..,..,..
1975,YR1975,North America,NAC,239169275,..,..,8.65447540241112,14.7161440391291,1.7789832768283,72.6935881991439,..,..,..,..,..,..,..,..,..,..
1975,YR1975,South Asia,SAS,806592758,..,..,15.3557958327751,39.2231341643412,5.47909531726335,51.1911980647959,..,..,36.0393409729004,..,..,..,..,..,..,..
1975,YR1975,Sub-Saharan Africa,SSF,336832917,..,..,19.3161504425383,47.3427581841148,6.81969335332392,46.3064327040879,..,..,..,..,..,..,..,..,..,..
1975,YR1975,World,WLD,4070022249,..,..,11.3072374503507,29.1153099573883,4.0798998170592,60.1661002675697,..,..,..,..,..,..,..,..,..,..
1976,YR1976,East Asia & Pacific,EAS,1464087148,..,..,8.16149434315711,23.0369353696,3.47343779723042,62.3490804608273,..,..,65.6910018920898,..,..,..,..,..,..,..
1976,YR1976,Europe & Central Asia,ECS,771592697,..,..,10.391690025222,17.1477722976325,2.3069947073847,69.7446094058107,..,..,..,..,..,..,..,..,..,..
1976,YR1976,Latin America & Caribbean,LCN,329807630,..,..,9.18109791576523,33.950348395616,4.57363357881,61.9835416356617,..,..,79.087272644043,..,..,..,..,..,..,..
1976,YR1976,Middle East & North Africa,MEA,164465177,..,..,13.5206206198349,42.2841500578691,6.36552976167552,55.1449263800662,..,..,45.0156517028809,..,..,..,..,..,..,..
1976,YR1976,North America,NAC,241538008,..,..,8.64422289017139,14.697217527769,1.74380665737887,72.9529639804824,..,..,..,..,..,..,..,..,..,..
1976,YR1976,South Asia,SAS,825140213,..,..,15.0220737322894,39.0079488046512,5.42336405545282,51.7111820552236,..,..,36.0442504882812,..,..,..,..,..,..,..
1976,YR1976,Sub-Saharan Africa,SSF,346461069,..,..,18.748420246654,47.2310374325751,6.81684513056677,46.9849522048662,..,..,..,..,..,..,..,..,..,..
1976,YR1976,World,WLD,4143091942,..,..,11.1506285937518,28.2910146743883,3.97231465442068,60.6258104647633,..,..,65.5865478515625,..,..,..,..,..,..,..
1977,YR1977,East Asia & Pacific,EAS,1486953865,..,..,7.5966719859618,22.2278181196417,3.19398768286076,63.0571123689857,..,..,65.8766632080078,..,..,..,..,..,..,..
1977,YR1977,Europe & Central Asia,ECS,776918691,..,..,10.2847851318891,16.9231199952331,2.25091105509317,69.9533364272614,..,..,..,..,..,..,..,..,..,..
